datetime,nsw1,qld1,sa1,tas1,vic1
2018-07-01T00:00:00.0,8713.0,5639.0,1849.0,1235.0,5664.0
2018-07-01T00:30:00.0,8449.0,5424.0,1794.0,1211.0,5506.0
2018-07-01T01:00:00.0,8230.0,5282.0,1718.0,1193.0,5310.0
2018-07-01T01:30:00.0,8012.0,5174.0,1621.0,1182.0,5162.0
2018-07-01T02:00:00.0,7754.0,5094.0,1532.0,1166.0,4957.0
2018-07-01T02:30:00.0,7461.0,5048.0,1450.0,1157.0,4775.0
2018-07-01T03:00:00.0,7195.0,4996.0,1393.0,1148.0,4615.0
2018-07-01T03:30:00.0,6993.0,4998.0,1353.0,1145.0,4524.0
2018-07-01T04:00:00.0,6891.0,4989.0,1325.0,1145.0,4451.0
2018-07-01T04:30:00.0,6871.0,4986.0,1290.0,1151.0,4403.0
2018-07-01T05:00:00.0,6877.0,4988.0,1292.0,1151.0,4395.0
2018-07-01T05:30:00.0,6989.0,5053.0,1284.0,1160.0,4439.0
2018-07-01T06:00:00.0,7158.0,5107.0,1295.0,1171.0,4510.0
2018-07-01T06:30:00.0,7424.0,5218.0,1299.0,1177.0,4623.0
2018-07-01T07:00:00.0,7793.0,5336.0,1339.0,1208.0,4782.0
2018-07-01T07:30:00.0,8159.0,5493.0,1376.0,1253.0,4856.0
2018-07-01T08:00:00.0,8679.0,5665.0,1432.0,1309.0,5111.0
2018-07-01T08:30:00.0,9093.0,5857.0,1500.0,1359.0,5331.0
2018-07-01T09:00:00.0,9289.0,5966.0,1573.0,1388.0,5471.0
2018-07-01T09:30:00.0,9375.0,6045.0,1605.0,1391.0,5496.0
2018-07-01T10:00:00.0,9222.0,6014.0,1585.0,1377.0,5441.0
2018-07-01T10:30:00.0,8987.0,5969.0,1483.0,1354.0,5336.0
2018-07-01T11:00:00.0,8709.0,5916.0,1419.0,1321.0,5145.0
2018-07-01T11:30:00.0,8367.0,5826.0,1325.0,1291.0,4998.0
2018-07-01T12:00:00.0,8144.0,5830.0,1261.0,1256.0,4880.0
2018-07-01T12:30:00.0,8011.0,5839.0,1197.0,1235.0,4804.0
2018-07-01T13:00:00.0,7869.0,5760.0,1145.0,1216.0,4765.0
2018-07-01T13:30:00.0,7751.0,5780.0,1125.0,1211.0,4789.0
2018-07-01T14:00:00.0,7791.0,5799.0,1181.0,1209.0,4825.0
2018-07-01T14:30:00.0,7830.0,5845.0,1204.0,1210.0,4824.0
2018-07-01T15:00:00.0,7967.0,5886.0,1150.0,1213.0,4847.0
2018-07-01T15:30:00.0,8181.0,5976.0,1198.0,1215.0,4946.0
2018-07-01T16:00:00.0,8518.0,6104.0,1270.0,1251.0,5104.0
2018-07-01T16:30:00.0,8987.0,6253.0,1399.0,1294.0,5342.0
2018-07-01T17:00:00.0,9534.0,6529.0,1515.0,1364.0,5695.0
2018-07-01T17:30:00.0,10212.0,6812.0,1718.0,1457.0,6067.0
2018-07-01T18:00:00.0,10738.0,7010.0,1929.0,1511.0,6476.0
2018-07-01T18:30:00.0,10870.0,7010.0,2146.0,1517.0,6595.0
2018-07-01T19:00:00.0,10815.0,6977.0,2180.0,1512.0,6589.0
2018-07-01T19:30:00.0,10604.0,6844.0,2156.0,1498.0,6516.0
2018-07-01T20:00:00.0,10377.0,6731.0,2127.0,1462.0,6413.0
2018-07-01T20:30:00.0,10188.0,6655.0,2093.0,1457.0,6295.0
2018-07-01T21:00:00.0,9957.0,6493.0,2054.0,1432.0,6187.0
2018-07-01T21:30:00.0,9621.0,6335.0,2018.0,1379.0,6066.0
2018-07-01T22:00:00.0,9337.0,6214.0,1949.0,1325.0,5890.0
2018-07-01T22:30:00.0,9076.0,6135.0,1838.0,1285.0,5668.0
2018-07-01T23:00:00.0,8736.0,6069.0,1734.0,1237.0,5516.0
2018-07-01T23:30:00.0,8544.0,5868.0,1638.0,1197.0,5586.0
2018-07-02T00:00:00.0,8294.0,5611.0,1782.0,1172.0,5583.0
2018-07-02T00:30:00.0,8022.0,5387.0,1720.0,1143.0,5400.0
2018-07-02T01:00:00.0,7802.0,5240.0,1646.0,1123.0,5259.0
2018-07-02T01:30:00.0,7627.0,5154.0,1574.0,1118.0,5150.0
2018-07-02T02:00:00.0,7456.0,5076.0,1495.0,1106.0,4972.0
2018-07-02T02:30:00.0,7175.0,5020.0,1437.0,1102.0,4790.0
2018-07-02T03:00:00.0,6993.0,5007.0,1391.0,1102.0,4678.0
2018-07-02T03:30:00.0,6873.0,5009.0,1353.0,1100.0,4623.0
2018-07-02T04:00:00.0,6796.0,5011.0,1322.0,1105.0,4585.0
2018-07-02T04:30:00.0,6869.0,5071.0,1298.0,1124.0,4612.0
2018-07-02T05:00:00.0,6995.0,5179.0,1299.0,1165.0,4688.0
2018-07-02T05:30:00.0,7325.0,5365.0,1319.0,1205.0,4881.0
2018-07-02T06:00:00.0,7750.0,5581.0,1359.0,1248.0,5164.0
2018-07-02T06:30:00.0,8536.0,5892.0,1432.0,1327.0,5636.0
2018-07-02T07:00:00.0,9320.0,6230.0,1574.0,1428.0,6120.0
2018-07-02T07:30:00.0,9849.0,6524.0,1730.0,1545.0,6469.0
2018-07-02T08:00:00.0,10258.0,6640.0,1893.0,1609.0,6812.0
2018-07-02T08:30:00.0,10391.0,6633.0,2023.0,1631.0,7066.0
2018-07-02T09:00:00.0,10237.0,6510.0,2028.0,1606.0,7128.0
2018-07-02T09:30:00.0,10114.0,6357.0,1943.0,1569.0,7107.0
2018-07-02T10:00:00.0,9905.0,6189.0,1844.0,1522.0,6864.0
2018-07-02T10:30:00.0,9745.0,6104.0,1719.0,1491.0,6661.0
2018-07-02T11:00:00.0,9533.0,6059.0,1584.0,1461.0,6443.0
2018-07-02T11:30:00.0,9335.0,6013.0,1502.0,1426.0,6213.0
2018-07-02T12:00:00.0,9175.0,5975.0,1444.0,1400.0,6009.0
2018-07-02T12:30:00.0,9094.0,5976.0,1452.0,1354.0,5888.0
2018-07-02T13:00:00.0,8965.0,6040.0,1433.0,1316.0,5818.0
2018-07-02T13:30:00.0,8909.0,6057.0,1444.0,1293.0,5814.0
2018-07-02T14:00:00.0,8914.0,6122.0,1477.0,1303.0,5770.0
2018-07-02T14:30:00.0,8951.0,6200.0,1405.0,1314.0,5781.0
2018-07-02T15:00:00.0,9005.0,6241.0,1433.0,1306.0,5758.0
2018-07-02T15:30:00.0,9078.0,6334.0,1507.0,1317.0,5856.0
2018-07-02T16:00:00.0,9376.0,6518.0,1569.0,1342.0,6021.0
2018-07-02T16:30:00.0,9723.0,6656.0,1696.0,1371.0,6189.0
2018-07-02T17:00:00.0,10251.0,6908.0,1781.0,1432.0,6496.0
2018-07-02T17:30:00.0,10894.0,7199.0,1929.0,1512.0,6885.0
2018-07-02T18:00:00.0,11473.0,7373.0,2091.0,1554.0,7265.0
2018-07-02T18:30:00.0,11485.0,7341.0,2234.0,1549.0,7308.0
2018-07-02T19:00:00.0,11399.0,7314.0,2274.0,1540.0,7277.0
2018-07-02T19:30:00.0,11180.0,7168.0,2266.0,1515.0,7122.0
2018-07-02T20:00:00.0,10936.0,7073.0,2234.0,1490.0,6992.0
2018-07-02T20:30:00.0,10653.0,6969.0,2197.0,1464.0,6847.0
2018-07-02T21:00:00.0,10394.0,6794.0,2137.0,1430.0,6702.0
2018-07-02T21:30:00.0,10057.0,6589.0,2084.0,1385.0,6465.0
2018-07-02T22:00:00.0,9703.0,6433.0,2000.0,1338.0,6274.0
2018-07-02T22:30:00.0,9449.0,6311.0,1895.0,1288.0,6013.0
2018-07-02T23:00:00.0,9114.0,6236.0,1780.0,1235.0,5793.0
2018-07-02T23:30:00.0,8914.0,6033.0,1687.0,1193.0,5840.0
2018-07-03T00:00:00.0,8770.0,5806.0,1814.0,1158.0,5819.0
2018-07-03T00:30:00.0,8567.0,5555.0,1764.0,1133.0,5637.0
2018-07-03T01:00:00.0,8380.0,5414.0,1694.0,1126.0,5451.0
2018-07-03T01:30:00.0,8147.0,5302.0,1630.0,1103.0,5286.0
2018-07-03T02:00:00.0,7931.0,5232.0,1525.0,1087.0,5098.0
2018-07-03T02:30:00.0,7581.0,5165.0,1466.0,1082.0,4910.0
2018-07-03T03:00:00.0,7353.0,5116.0,1436.0,1079.0,4801.0
2018-07-03T03:30:00.0,7125.0,5109.0,1391.0,1068.0,4707.0
2018-07-03T04:00:00.0,7050.0,5124.0,1359.0,1066.0,4622.0
2018-07-03T04:30:00.0,7008.0,5167.0,1342.0,1073.0,4668.0
2018-07-03T05:00:00.0,7140.0,5267.0,1344.0,1078.0,4694.0
2018-07-03T05:30:00.0,7477.0,5486.0,1361.0,1109.0,4872.0
2018-07-03T06:00:00.0,7958.0,5699.0,1406.0,1150.0,5117.0
2018-07-03T06:30:00.0,8734.0,6033.0,1461.0,1244.0,5571.0
2018-07-03T07:00:00.0,9550.0,6327.0,1590.0,1333.0,6076.0
2018-07-03T07:30:00.0,10060.0,6575.0,1741.0,1421.0,6382.0
2018-07-03T08:00:00.0,10434.0,6558.0,1876.0,1479.0,6627.0
2018-07-03T08:30:00.0,10438.0,6448.0,1950.0,1495.0,6840.0
2018-07-03T09:00:00.0,10105.0,6276.0,1955.0,1478.0,6941.0
2018-07-03T09:30:00.0,9881.0,6111.0,1880.0,1463.0,6900.0
2018-07-03T10:00:00.0,9621.0,5936.0,1815.0,1440.0,6710.0
2018-07-03T10:30:00.0,9471.0,5759.0,1652.0,1425.0,6573.0
2018-07-03T11:00:00.0,9298.0,5642.0,1595.0,1391.0,6489.0
2018-07-03T11:30:00.0,9095.0,5582.0,1617.0,1368.0,6438.0
2018-07-03T12:00:00.0,8939.0,5538.0,1610.0,1368.0,6475.0
2018-07-03T12:30:00.0,8738.0,5543.0,1496.0,1344.0,6490.0
2018-07-03T13:00:00.0,8599.0,5586.0,1381.0,1332.0,6392.0
2018-07-03T13:30:00.0,8552.0,5718.0,1370.0,1330.0,6360.0
2018-07-03T14:00:00.0,8478.0,5820.0,1392.0,1293.0,6195.0
2018-07-03T14:30:00.0,8460.0,5870.0,1432.0,1308.0,6082.0
2018-07-03T15:00:00.0,8413.0,5960.0,1479.0,1320.0,6056.0
2018-07-03T15:30:00.0,8502.0,6067.0,1411.0,1350.0,6088.0
2018-07-03T16:00:00.0,8723.0,6223.0,1441.0,1371.0,6196.0
2018-07-03T16:30:00.0,9050.0,6436.0,1507.0,1390.0,6360.0
2018-07-03T17:00:00.0,9593.0,6694.0,1602.0,1419.0,6571.0
2018-07-03T17:30:00.0,10338.0,7020.0,1727.0,1468.0,6861.0
2018-07-03T18:00:00.0,10965.0,7291.0,1923.0,1485.0,7148.0
2018-07-03T18:30:00.0,11100.0,7334.0,2095.0,1474.0,7115.0
2018-07-03T19:00:00.0,11045.0,7359.0,2165.0,1467.0,7015.0
2018-07-03T19:30:00.0,10863.0,7232.0,2138.0,1437.0,6881.0
2018-07-03T20:00:00.0,10685.0,7097.0,2108.0,1413.0,6771.0
2018-07-03T20:30:00.0,10513.0,7035.0,2081.0,1393.0,6585.0
2018-07-03T21:00:00.0,10234.0,6849.0,2052.0,1355.0,6396.0
2018-07-03T21:30:00.0,9977.0,6660.0,1982.0,1312.0,6221.0
2018-07-03T22:00:00.0,9614.0,6492.0,1904.0,1263.0,6052.0
2018-07-03T22:30:00.0,9429.0,6344.0,1827.0,1215.0,5776.0
2018-07-03T23:00:00.0,9086.0,6239.0,1742.0,1170.0,5527.0
2018-07-03T23:30:00.0,8919.0,6004.0,1666.0,1131.0,5607.0
2018-07-04T00:00:00.0,8749.0,5753.0,1812.0,1094.0,5604.0
2018-07-04T00:30:00.0,8527.0,5539.0,1745.0,1069.0,5419.0
2018-07-04T01:00:00.0,8340.0,5389.0,1667.0,1044.0,5252.0
2018-07-04T01:30:00.0,8121.0,5257.0,1595.0,1034.0,5074.0
2018-07-04T02:00:00.0,7918.0,5155.0,1501.0,1033.0,4864.0
2018-07-04T02:30:00.0,7562.0,5148.0,1438.0,1027.0,4711.0
2018-07-04T03:00:00.0,7294.0,5112.0,1404.0,1026.0,4575.0
2018-07-04T03:30:00.0,7069.0,5089.0,1355.0,1026.0,4490.0
2018-07-04T04:00:00.0,6990.0,5114.0,1323.0,1033.0,4422.0
2018-07-04T04:30:00.0,6994.0,5169.0,1308.0,1046.0,4445.0
2018-07-04T05:00:00.0,7119.0,5264.0,1302.0,1064.0,4511.0
2018-07-04T05:30:00.0,7490.0,5448.0,1320.0,1106.0,4680.0
2018-07-04T06:00:00.0,7927.0,5667.0,1362.0,1154.0,4887.0
2018-07-04T06:30:00.0,8728.0,5999.0,1406.0,1213.0,5364.0
2018-07-04T07:00:00.0,9498.0,6249.0,1526.0,1303.0,5771.0
2018-07-04T07:30:00.0,10063.0,6529.0,1636.0,1395.0,6029.0
2018-07-04T08:00:00.0,10382.0,6583.0,1752.0,1443.0,6277.0
2018-07-04T08:30:00.0,10319.0,6467.0,1823.0,1453.0,6487.0
2018-07-04T09:00:00.0,9989.0,6320.0,1837.0,1408.0,6546.0
2018-07-04T09:30:00.0,9699.0,6156.0,1791.0,1386.0,6544.0
2018-07-04T10:00:00.0,9413.0,5968.0,1716.0,1348.0,6473.0
2018-07-04T10:30:00.0,9216.0,5881.0,1579.0,1303.0,6426.0
2018-07-04T11:00:00.0,8959.0,5862.0,1475.0,1280.0,6342.0
2018-07-04T11:30:00.0,8663.0,5790.0,1402.0,1273.0,6255.0
2018-07-04T12:00:00.0,8441.0,5724.0,1412.0,1262.0,6210.0
2018-07-04T12:30:00.0,8284.0,5663.0,1484.0,1254.0,6106.0
2018-07-04T13:00:00.0,8191.0,5603.0,1509.0,1221.0,5956.0
2018-07-04T13:30:00.0,8137.0,5636.0,1514.0,1245.0,5841.0
2018-07-04T14:00:00.0,8139.0,5702.0,1582.0,1264.0,5765.0
2018-07-04T14:30:00.0,8141.0,5800.0,1612.0,1288.0,5464.0
2018-07-04T15:00:00.0,8156.0,5938.0,1608.0,1299.0,5695.0
2018-07-04T15:30:00.0,8254.0,6061.0,1602.0,1310.0,5806.0
2018-07-04T16:00:00.0,8467.0,6218.0,1621.0,1329.0,5868.0
2018-07-04T16:30:00.0,8772.0,6414.0,1660.0,1347.0,5966.0
2018-07-04T17:00:00.0,9218.0,6666.0,1696.0,1396.0,6191.0
2018-07-04T17:30:00.0,9878.0,6920.0,1773.0,1445.0,6453.0
2018-07-04T18:00:00.0,10489.0,7172.0,1882.0,1473.0,6779.0
2018-07-04T18:30:00.0,10558.0,7200.0,1989.0,1466.0,6809.0
2018-07-04T19:00:00.0,10531.0,7200.0,2012.0,1459.0,6687.0
2018-07-04T19:30:00.0,10334.0,7054.0,1981.0,1436.0,6522.0
2018-07-04T20:00:00.0,10178.0,6968.0,1939.0,1415.0,6361.0
2018-07-04T20:30:00.0,10023.0,6882.0,1912.0,1400.0,6210.0
2018-07-04T21:00:00.0,9828.0,6691.0,1862.0,1376.0,6066.0
2018-07-04T21:30:00.0,9560.0,6512.0,1812.0,1344.0,5923.0
2018-07-04T22:00:00.0,9229.0,6354.0,1743.0,1289.0,5745.0
2018-07-04T22:30:00.0,9151.0,6223.0,1660.0,1249.0,5513.0
2018-07-04T23:00:00.0,8842.0,6070.0,1597.0,1216.0,5340.0
2018-07-04T23:30:00.0,8634.0,5877.0,1521.0,1176.0,5465.0
2018-07-05T00:00:00.0,8539.0,5611.0,1677.0,1146.0,5414.0
2018-07-05T00:30:00.0,8327.0,5391.0,1623.0,1125.0,5228.0
2018-07-05T01:00:00.0,8148.0,5254.0,1589.0,1106.0,5065.0
2018-07-05T01:30:00.0,7922.0,5151.0,1503.0,1092.0,4882.0
2018-07-05T02:00:00.0,7734.0,5084.0,1425.0,1077.0,4670.0
2018-07-05T02:30:00.0,7407.0,5027.0,1368.0,1064.0,4518.0
2018-07-05T03:00:00.0,7143.0,4995.0,1331.0,1053.0,4422.0
2018-07-05T03:30:00.0,6952.0,5008.0,1292.0,1055.0,4292.0
2018-07-05T04:00:00.0,6860.0,5020.0,1266.0,1052.0,4247.0
2018-07-05T04:30:00.0,6918.0,5085.0,1245.0,1058.0,4258.0
2018-07-05T05:00:00.0,7030.0,5175.0,1241.0,1067.0,4262.0
2018-07-05T05:30:00.0,7327.0,5382.0,1248.0,1088.0,4427.0
2018-07-05T06:00:00.0,7760.0,5585.0,1285.0,1121.0,4648.0
2018-07-05T06:30:00.0,8487.0,5885.0,1339.0,1193.0,5057.0
2018-07-05T07:00:00.0,9225.0,6166.0,1421.0,1282.0,5482.0
2018-07-05T07:30:00.0,9712.0,6426.0,1531.0,1373.0,5750.0
2018-07-05T08:00:00.0,9967.0,6480.0,1628.0,1435.0,6006.0
2018-07-05T08:30:00.0,9813.0,6430.0,1690.0,1443.0,6213.0
2018-07-05T09:00:00.0,9524.0,6297.0,1703.0,1413.0,6311.0
2018-07-05T09:30:00.0,9296.0,6227.0,1657.0,1377.0,6310.0
2018-07-05T10:00:00.0,9022.0,6175.0,1628.0,1321.0,6337.0
2018-07-05T10:30:00.0,8758.0,6111.0,1605.0,1284.0,6269.0
2018-07-05T11:00:00.0,8562.0,6046.0,1585.0,1249.0,6185.0
2018-07-05T11:30:00.0,8412.0,5951.0,1577.0,1219.0,6121.0
2018-07-05T12:00:00.0,8239.0,5931.0,1568.0,1205.0,6036.0
2018-07-05T12:30:00.0,8134.0,5916.0,1582.0,1209.0,6020.0
2018-07-05T13:00:00.0,8075.0,5971.0,1598.0,1209.0,5967.0
2018-07-05T13:30:00.0,8037.0,6004.0,1615.0,1237.0,5967.0
2018-07-05T14:00:00.0,8015.0,6058.0,1653.0,1202.0,5892.0
2018-07-05T14:30:00.0,8013.0,6150.0,1677.0,1249.0,5809.0
2018-07-05T15:00:00.0,8034.0,6170.0,1704.0,1269.0,5813.0
2018-07-05T15:30:00.0,8143.0,6244.0,1711.0,1273.0,5882.0
2018-07-05T16:00:00.0,8295.0,6349.0,1708.0,1296.0,5901.0
2018-07-05T16:30:00.0,8506.0,6487.0,1720.0,1317.0,5931.0
2018-07-05T17:00:00.0,8821.0,6719.0,1723.0,1352.0,6057.0
2018-07-05T17:30:00.0,9362.0,6962.0,1767.0,1375.0,6287.0
2018-07-05T18:00:00.0,9843.0,7184.0,1870.0,1430.0,6559.0
2018-07-05T18:30:00.0,9900.0,7188.0,1997.0,1434.0,6572.0
2018-07-05T19:00:00.0,9870.0,7187.0,2034.0,1426.0,6478.0
2018-07-05T19:30:00.0,9679.0,7081.0,2007.0,1416.0,6332.0
2018-07-05T20:00:00.0,9560.0,6978.0,1964.0,1395.0,6189.0
2018-07-05T20:30:00.0,9384.0,6899.0,1920.0,1373.0,6017.0
2018-07-05T21:00:00.0,9238.0,6727.0,1892.0,1349.0,5882.0
2018-07-05T21:30:00.0,9036.0,6552.0,1865.0,1314.0,5720.0
2018-07-05T22:00:00.0,8771.0,6350.0,1793.0,1265.0,5559.0
2018-07-05T22:30:00.0,8713.0,6214.0,1731.0,1216.0,5243.0
2018-07-05T23:00:00.0,8519.0,6107.0,1690.0,1177.0,4999.0
2018-07-05T23:30:00.0,8418.0,5872.0,1602.0,1146.0,5322.0
2018-07-06T00:00:00.0,8320.0,5656.0,1744.0,1108.0,5339.0
2018-07-06T00:30:00.0,8112.0,5439.0,1725.0,1089.0,5060.0
2018-07-06T01:00:00.0,7905.0,5284.0,1665.0,1070.0,4919.0
2018-07-06T01:30:00.0,7657.0,5137.0,1572.0,1054.0,4725.0
2018-07-06T02:00:00.0,7463.0,5071.0,1468.0,1047.0,4553.0
2018-07-06T02:30:00.0,7147.0,5027.0,1403.0,1044.0,4400.0
2018-07-06T03:00:00.0,6874.0,5002.0,1361.0,1043.0,4239.0
2018-07-06T03:30:00.0,6722.0,4977.0,1330.0,1043.0,4183.0
2018-07-06T04:00:00.0,6648.0,5000.0,1297.0,1044.0,4154.0
2018-07-06T04:30:00.0,6593.0,5053.0,1274.0,1051.0,4166.0
2018-07-06T05:00:00.0,6659.0,5151.0,1285.0,1058.0,4207.0
2018-07-06T05:30:00.0,6968.0,5316.0,1296.0,1080.0,4359.0
2018-07-06T06:00:00.0,7332.0,5509.0,1339.0,1112.0,4566.0
2018-07-06T06:30:00.0,7965.0,5804.0,1373.0,1175.0,4949.0
2018-07-06T07:00:00.0,8549.0,6063.0,1485.0,1266.0,5350.0
2018-07-06T07:30:00.0,8880.0,6311.0,1611.0,1351.0,5590.0
2018-07-06T08:00:00.0,9132.0,6390.0,1737.0,1417.0,5859.0
2018-07-06T08:30:00.0,9114.0,6392.0,1843.0,1451.0,6042.0
2018-07-06T09:00:00.0,8881.0,6332.0,1863.0,1437.0,6133.0
2018-07-06T09:30:00.0,8815.0,6304.0,1779.0,1422.0,6256.0
2018-07-06T10:00:00.0,8727.0,6285.0,1732.0,1397.0,6306.0
2018-07-06T10:30:00.0,8648.0,6225.0,1642.0,1370.0,6189.0
2018-07-06T11:00:00.0,8570.0,6142.0,1532.0,1368.0,6034.0
2018-07-06T11:30:00.0,8450.0,6031.0,1471.0,1348.0,5798.0
2018-07-06T12:00:00.0,8364.0,6018.0,1425.0,1321.0,5677.0
2018-07-06T12:30:00.0,8334.0,6115.0,1383.0,1297.0,5602.0
2018-07-06T13:00:00.0,8273.0,6015.0,1453.0,1300.0,5535.0
2018-07-06T13:30:00.0,8284.0,5947.0,1466.0,1288.0,5540.0
2018-07-06T14:00:00.0,8225.0,6007.0,1472.0,1288.0,5513.0
2018-07-06T14:30:00.0,8177.0,6085.0,1455.0,1316.0,5504.0
2018-07-06T15:00:00.0,8150.0,6096.0,1430.0,1315.0,5528.0
2018-07-06T15:30:00.0,8192.0,6233.0,1479.0,1326.0,5558.0
2018-07-06T16:00:00.0,8316.0,6371.0,1555.0,1352.0,5628.0
2018-07-06T16:30:00.0,8489.0,6477.0,1607.0,1384.0,5753.0
2018-07-06T17:00:00.0,8788.0,6676.0,1694.0,1422.0,5953.0
2018-07-06T17:30:00.0,9206.0,6842.0,1803.0,1474.0,6273.0
2018-07-06T18:00:00.0,9558.0,6975.0,1936.0,1517.0,6570.0
2018-07-06T18:30:00.0,9564.0,6929.0,2060.0,1514.0,6592.0
2018-07-06T19:00:00.0,9419.0,6931.0,2091.0,1504.0,6527.0
2018-07-06T19:30:00.0,9257.0,6836.0,2051.0,1484.0,6388.0
2018-07-06T20:00:00.0,9106.0,6765.0,2018.0,1467.0,6290.0
2018-07-06T20:30:00.0,9022.0,6660.0,1979.0,1403.0,6166.0
2018-07-06T21:00:00.0,8904.0,6489.0,1947.0,1427.0,6080.0
2018-07-06T21:30:00.0,8749.0,6355.0,1919.0,1394.0,5934.0
2018-07-06T22:00:00.0,8608.0,6226.0,1857.0,1360.0,5813.0
2018-07-06T22:30:00.0,8569.0,6126.0,1784.0,1322.0,5653.0
2018-07-06T23:00:00.0,8475.0,6088.0,1714.0,1277.0,5498.0
2018-07-06T23:30:00.0,8377.0,5890.0,1651.0,1235.0,5625.0
2018-07-07T00:00:00.0,8390.0,5658.0,1814.0,1190.0,5620.0
2018-07-07T00:30:00.0,8206.0,5434.0,1794.0,1182.0,5390.0
2018-07-07T01:00:00.0,8013.0,5293.0,1718.0,1166.0,5199.0
2018-07-07T01:30:00.0,7849.0,5178.0,1598.0,1151.0,5052.0
2018-07-07T02:00:00.0,7568.0,5070.0,1500.0,1139.0,4794.0
2018-07-07T02:30:00.0,7256.0,5038.0,1426.0,1115.0,4586.0
2018-07-07T03:00:00.0,6962.0,5003.0,1379.0,1102.0,4442.0
2018-07-07T03:30:00.0,6742.0,4999.0,1326.0,1096.0,4353.0
2018-07-07T04:00:00.0,6638.0,4983.0,1295.0,1103.0,4278.0
2018-07-07T04:30:00.0,6601.0,4965.0,1275.0,1098.0,4279.0
2018-07-07T05:00:00.0,6644.0,5040.0,1263.0,1098.0,4270.0
2018-07-07T05:30:00.0,6798.0,5104.0,1260.0,1102.0,4331.0
2018-07-07T06:00:00.0,6963.0,5196.0,1279.0,1120.0,4424.0
2018-07-07T06:30:00.0,7236.0,5347.0,1299.0,1147.0,4601.0
2018-07-07T07:00:00.0,7576.0,5457.0,1350.0,1178.0,4776.0
2018-07-07T07:30:00.0,7966.0,5539.0,1441.0,1224.0,4879.0
2018-07-07T08:00:00.0,8386.0,5685.0,1454.0,1285.0,5138.0
2018-07-07T08:30:00.0,8644.0,5890.0,1523.0,1350.0,5437.0
2018-07-07T09:00:00.0,8758.0,5979.0,1556.0,1386.0,5655.0
2018-07-07T09:30:00.0,8762.0,6042.0,1550.0,1398.0,5859.0
2018-07-07T10:00:00.0,8569.0,5974.0,1512.0,1414.0,5906.0
2018-07-07T10:30:00.0,8442.0,5910.0,1472.0,1408.0,5954.0
2018-07-07T11:00:00.0,8247.0,5858.0,1468.0,1381.0,5890.0
2018-07-07T11:30:00.0,8069.0,5738.0,1421.0,1354.0,5711.0
2018-07-07T12:00:00.0,7965.0,5648.0,1338.0,1318.0,5564.0
2018-07-07T12:30:00.0,7916.0,5660.0,1310.0,1280.0,5435.0
2018-07-07T13:00:00.0,7867.0,5713.0,1257.0,1255.0,5392.0
2018-07-07T13:30:00.0,7873.0,5746.0,1271.0,1241.0,5317.0
2018-07-07T14:00:00.0,7906.0,5681.0,1263.0,1236.0,5318.0
2018-07-07T14:30:00.0,8042.0,5615.0,1249.0,1235.0,5376.0
2018-07-07T15:00:00.0,8085.0,5629.0,1252.0,1223.0,5412.0
2018-07-07T15:30:00.0,8162.0,5717.0,1291.0,1232.0,5513.0
2018-07-07T16:00:00.0,8395.0,5848.0,1354.0,1265.0,5640.0
2018-07-07T16:30:00.0,8757.0,6021.0,1423.0,1331.0,5721.0
2018-07-07T17:00:00.0,9226.0,6282.0,1541.0,1399.0,5903.0
2018-07-07T17:30:00.0,9771.0,6539.0,1699.0,1475.0,6130.0
2018-07-07T18:00:00.0,10285.0,6713.0,1855.0,1518.0,6406.0
2018-07-07T18:30:00.0,10336.0,6728.0,1971.0,1514.0,6444.0
2018-07-07T19:00:00.0,10182.0,6703.0,1978.0,1511.0,6375.0
2018-07-07T19:30:00.0,10011.0,6558.0,1946.0,1497.0,6226.0
2018-07-07T20:00:00.0,9842.0,6501.0,1906.0,1471.0,6109.0
2018-07-07T20:30:00.0,9671.0,6453.0,1865.0,1458.0,5975.0
2018-07-07T21:00:00.0,9521.0,6296.0,1828.0,1432.0,5859.0
2018-07-07T21:30:00.0,9346.0,6186.0,1788.0,1411.0,5756.0
2018-07-07T22:00:00.0,9146.0,6112.0,1727.0,1378.0,5645.0
2018-07-07T22:30:00.0,9058.0,6040.0,1653.0,1330.0,5511.0
2018-07-07T23:00:00.0,8820.0,6008.0,1604.0,1279.0,5395.0
2018-07-07T23:30:00.0,8690.0,5850.0,1565.0,1249.0,5567.0
2018-07-08T00:00:00.0,8524.0,5636.0,1732.0,1213.0,5569.0
2018-07-08T00:30:00.0,8265.0,5447.0,1698.0,1194.0,5407.0
2018-07-08T01:00:00.0,7992.0,5285.0,1622.0,1168.0,5188.0
2018-07-08T01:30:00.0,7735.0,5150.0,1532.0,1161.0,5020.0
2018-07-08T02:00:00.0,7498.0,5078.0,1448.0,1154.0,4779.0
2018-07-08T02:30:00.0,7200.0,5017.0,1378.0,1152.0,4560.0
2018-07-08T03:00:00.0,6976.0,4999.0,1327.0,1148.0,4432.0
2018-07-08T03:30:00.0,6813.0,4989.0,1284.0,1146.0,4327.0
2018-07-08T04:00:00.0,6741.0,4957.0,1250.0,1141.0,4263.0
2018-07-08T04:30:00.0,6709.0,4968.0,1227.0,1145.0,4221.0
2018-07-08T05:00:00.0,6727.0,5027.0,1211.0,1157.0,4162.0
2018-07-08T05:30:00.0,6825.0,5093.0,1216.0,1176.0,4198.0
2018-07-08T06:00:00.0,6978.0,5150.0,1220.0,1188.0,4278.0
